  0.60226271171883416        3.8828132291242764E-012  -3.1114299598248286E-002  -9.9119386901918103E-003   3.5425008408366741E-013  -6.8540581578247113E-003   4.6038989504459678E-002
   3.8828132291242764E-012  0.60512136306951236       -7.6909727525543467E-014  -8.8832587982501209E-014   4.2781243712178500E-002  -6.4796012404389096E-013   5.1424548299866372E-013
  -3.1114299598248286E-002  -7.6909727525543467E-014  0.23494175722291052        1.0159978443876581E-002  -5.5389493774707679E-013  -2.3808349049282442E-002  -5.6249567280737718E-002
  -9.9119386901918103E-003  -8.8832587982501209E-014   1.0159978443876581E-002  0.21524778720869142        3.3252960286733629E-013   3.0251787813512135E-002  -1.6030269758663829E-002
   3.5425008408366741E-013   4.2781243712178500E-002  -5.5389493774707679E-013   3.3252960286733629E-013  0.25501605682840761       -9.4282487189545566E-013   2.3721882429256035E-013
  -6.8540581578247113E-003  -6.4796012404389096E-013  -2.3808349049282442E-002   3.0251787813512135E-002  -9.4282487189545566E-013  0.18790344643019277        9.1440565858261951E-004
   4.6038989504459678E-002   5.1424548299866372E-013  -5.6249567280737718E-002  -1.6030269758663829E-002   2.3721882429256035E-013   9.1440565858261951E-004  0.27203885132687211     
   3.8826469667211258E-012  0.41684019260501576       -3.6549243876052865E-014  -7.6746109605932835E-014   4.4516748460582754E-002  -6.8548414210951111E-013   4.5016671645913346E-013
  0.41684019260501576       -3.8283951741200557E-012  -3.6560591647579743E-002  -1.2305211759542420E-002  -4.7632367608405971E-013  -5.7342850688826899E-003   5.8529529635590806E-002
  -3.6517844364698148E-014  -3.6560591647579743E-002  -5.4214916502129046E-014  -2.8753906255061531E-015  -5.0066537542650634E-002   7.2321273655783146E-013  -1.7765003632987818E-013
  -7.6740884259681223E-014  -1.2305211759542420E-002  -2.8753906255061531E-015  -3.0081050967972772E-015  -1.7027569341626914E-002   2.4326914495499586E-013  -7.3188676471112920E-014
